 ,Area,X,Y,XM,YM,IntDen,%Area,RawIntDen
111,4135.974,1902.723,96.781,1902.801,96.697,1031578.312,97.810,136680
112,105.664,3018.250,82.810,3018.250,82.810,26944.210,100,3570
113,45.284,3478.938,80.586,3478.938,80.586,11547.518,100,1530
114,113.211,2225.000,91.117,2225.000,91.117,28868.796,100,3825
115,120.758,4854.396,87.054,4854.396,87.054,30793.382,100,4080
116,52.832,2496.664,86.538,2496.664,86.538,13472.105,100,1785
117,15.095,4651.099,83.791,4651.099,83.791,3849.173,100,510
118,15.095,6252.747,83.791,6252.747,83.791,3849.173,100,510
119,271.706,56.548,100.198,56.548,100.198,69285.110,100,9180
120,128.306,2074.903,94.295,2074.903,94.295,32717.969,100,4335
121,135.853,2429.487,94.170,2429.487,94.170,34642.555,100,4590
122,30.190,3695.055,87.912,3695.055,87.912,7698.346,100,1020
123,22.642,3923.535,87.454,3923.535,87.454,5773.759,100,765
124,7.547,4630.495,86.538,4630.495,86.538,1924.586,100,255
125,150.948,4684.066,92.033,4684.066,92.033,38491.728,100,5100
126,264.159,6626.805,93.210,6626.805,93.210,67360.524,100,8925
127,437.749,1810.582,98.759,1810.582,98.759,111626.011,100,14790
128,30.190,2324.176,90.659,2324.176,90.659,7698.346,100,1020
129,37.737,4834.890,92.582,4834.890,92.582,9622.932,100,1275
130,52.832,6367.543,92.033,6367.543,92.033,13472.105,100,1785
131,37.737,3985.989,95.330,3985.989,95.330,9622.932,100,1275
132,52.832,4254.906,94.780,4254.906,94.780,13472.105,100,1785
133,113.211,5009.432,96.429,5009.432,96.429,28868.796,100,3825
134,173.590,6388.139,96.452,6388.139,96.452,44265.487,100,5865
135,45.284,46.703,98.901,46.703,98.901,11547.518,100,1530
136,37.737,2263.462,98.077,2263.462,98.077,9622.932,100,1275
137,75.474,3416.758,98.901,3416.758,98.901,19245.864,100,2550
138,15.095,4071.429,94.780,4071.429,94.780,3849.173,100,510
139,60.379,4628.434,98.558,4628.434,98.558,15396.691,100,2040
140,67.927,4759.615,97.527,4759.615,97.527,17321.278,100,2295
141,45.284,4772.894,97.985,4772.894,97.985,11547.518,100,1530
142,528.318,6276.452,110.597,6276.452,110.597,134721.048,100,17850
143,30.190,2343.407,98.901,2343.407,98.901,7698.346,100,1020
144,52.832,2803.571,101.060,2803.571,101.060,13472.105,100,1785
145,45.284,4265.568,99.817,4265.568,99.817,11547.518,100,1530
146,256.612,4808.743,102.941,4808.743,102.941,65435.938,100,8670
147,30.190,6557.692,98.901,6557.692,98.901,7698.346,100,1020
148,45.284,3825.092,103.480,3825.092,103.480,11547.518,100,1530
149,22.642,4080.128,102.106,4080.128,102.106,5773.759,100,765
150,98.116,4132.185,104.079,4132.185,104.079,25019.623,100,3315
151,30.190,1535.714,104.396,1535.714,104.396,7698.346,100,1020
152,1426.458,4862.659,129.085,4862.659,129.085,363746.830,100,48195
153,22.642,1762.363,108.516,1762.363,108.516,5773.759,100,765
154,128.306,4609.001,111.425,4609.001,111.425,32717.969,100,4335
155,45.284,4681.319,108.516,4681.319,108.516,11547.518,100,1530
156,67.927,4755.952,108.211,4755.952,108.211,17321.278,100,2295
157,22.642,4766.026,106.685,4766.026,106.685,5773.759,100,765
158,279.254,5501.596,114.828,5501.596,114.828,71209.697,100,9435
159,45.284,6540.293,108.059,6540.293,108.059,11547.518,100,1530
160,22.642,1657.967,111.264,1657.967,111.264,5773.759,100,765
161,45.284,1938.645,110.806,1938.645,110.806,11547.518,100,1530
162,60.379,3421.016,112.294,3421.016,112.294,15396.691,100,2040
163,22.642,4666.209,111.264,4666.209,111.264,5773.759,100,765
164,45.284,4942.308,111.264,4942.308,111.264,11547.518,100,1530
165,45.284,5028.388,111.722,5028.388,111.722,11547.518,100,1530
166,67.927,5836.538,111.264,5836.538,111.264,17321.278,100,2295
167,7.547,4039.835,111.264,4039.835,111.264,1924.586,100,255
168,7.547,4056.319,111.264,4056.319,111.264,1924.586,100,255
169,67.927,4097.222,114.927,4097.222,114.927,17321.278,100,2295
170,150.948,1997.115,120.192,1997.115,120.192,38491.728,100,5100
171,52.832,2260.400,116.758,2260.400,116.758,13472.105,100,1785
172,45.284,2432.234,116.300,2432.234,116.300,11547.518,100,1530
173,45.284,4114.011,115.385,4114.011,115.385,11547.518,100,1530
174,422.654,1523.891,127.257,1523.891,127.257,107776.839,100,14280
175,196.232,4751.057,125.634,4751.057,125.634,50039.246,100,6630
176,45.284,5857.143,119.505,5857.143,119.505,11547.518,100,1530
177,324.538,6628.258,127.236,6628.258,127.236,82757.215,100,10965
178,60.379,1707.074,121.909,1707.074,121.909,15396.691,100,2040
179,52.832,1744.309,124.215,1744.309,124.215,13472.105,100,1785
180,30.190,2442.308,120.879,2442.308,120.879,7698.346,100,1020
181,332.085,3416.021,136.801,3416.021,136.801,84681.802,100,11220
182,37.737,3980.495,121.703,3980.495,121.703,9622.932,100,1275
183,15.095,4061.813,120.879,4061.813,120.879,3849.173,100,510
184,45.284,4201.923,120.879,4201.923,120.879,11547.518,100,1530
185,45.284,4308.608,121.795,4308.608,121.795,11547.518,100,1530
186,7.547,4682.692,119.505,4682.692,119.505,1924.586,100,255
187,98.116,4928.888,125.423,4928.888,125.423,25019.623,100,3315
188,105.664,6362.834,127.551,6362.834,127.551,26944.210,100,3570
189,75.474,48.352,126.648,48.352,126.648,19245.864,100,2550
190,45.284,1854.396,125.000,1854.396,125.000,11547.518,100,1530
191,30.190,5771.978,123.626,5771.978,123.626,7698.346,100,1020
192,294.349,1549.274,133.524,1549.274,133.524,75058.870,100,9945
193,218.875,2434.303,136.842,2434.303,136.842,55813.006,100,7395
194,37.737,3799.725,127.198,3799.725,127.198,9622.932,100,1275
195,30.190,6379.121,126.374,6379.121,126.374,7698.346,100,1020
196,188.685,643.462,139.835,643.462,139.835,48114.660,100,6375
197,60.379,834.135,130.838,834.135,130.838,15396.691,100,2040
198,45.284,848.901,130.495,848.901,130.495,11547.518,100,1530
199,37.737,1934.341,131.044,1934.341,131.044,9622.932,100,1275
200,37.737,3367.857,131.044,3367.857,131.044,9622.932,100,1275
201,105.664,578.689,135.793,578.689,135.793,26944.210,100,3570
202,166.043,613.636,138.487,613.636,138.487,42340.901,100,5610
203,271.706,1696.352,136.523,1696.352,136.523,69285.110,100,9180
204,37.737,2120.604,132.692,2120.604,132.692,9622.932,100,1275
205,135.853,3982.448,137.210,3982.448,137.210,34642.555,100,4590
206,30.190,4188.874,133.242,4188.874,133.242,7698.346,100,1020
207,60.379,4214.286,133.242,4214.286,133.242,15396.691,100,2040
208,45.284,4289.835,131.868,4289.835,131.868,11547.518,100,1530
209,1690.617,752.293,144.844,752.293,144.844,431107.354,100,57120
210,135.853,857.143,141.484,857.143,141.484,34642.555,100,4590
211,143.401,2024.508,139.893,2024.508,139.893,36567.142,100,4845
212,37.737,2601.374,135.440,2601.374,135.440,9622.932,100,1275
213,15.095,4777.473,133.242,4777.473,133.242,3849.173,100,510
214,105.664,5483.516,137.363,5483.516,137.363,26944.210,100,3570
215,75.474,42.582,139.286,42.582,139.286,19245.864,100,2550
216,45.284,546.703,138.736,546.703,138.736,11547.518,100,1530
217,75.474,627.747,140.934,627.747,140.934,19245.864,100,2550
218,150.948,663.324,141.346,663.324,141.346,38491.728,100,5100
219,135.853,1060.745,140.873,1060.745,140.873,34642.555,100,4590
220,60.379,5073.489,140.797,5073.489,140.797,15396.691,100,2040
221,241.517,5856.971,144.660,5856.971,144.660,61586.765,100,8160
222,664.171,6405.220,147.758,6405.220,147.758,169363.603,100,22440
223,45.284,879.121,141.484,879.121,141.484,11547.518,100,1530
224,452.844,902.518,147.207,902.518,147.207,115475.184,100,15300
225,158.495,1577.512,144.885,1577.512,144.885,40416.314,100,5355
226,15.095,1675.824,140.110,1675.824,140.110,3849.173,100,510
227,309.443,1989.313,155.220,1989.313,155.220,78908.043,100,10455
228,37.737,3268.956,142.033,3268.956,142.033,9622.932,100,1275
229,45.284,4621.795,141.026,4621.795,141.026,11547.518,100,1530
230,535.865,5085.300,153.440,5085.300,153.440,136645.635,100,18105
231,45.284,6282.967,141.484,6282.967,141.484,11547.518,100,1530
232,67.927,820.055,144.231,820.055,144.231,17321.278,100,2295
233,30.190,972.527,142.857,972.527,142.857,7698.346,100,1020
234,98.116,987.215,145.287,987.215,145.287,25019.623,100,3315
235,150.948,1025.275,146.429,1025.275,146.429,38491.728,100,5100
236,60.379,1044.986,144.574,1044.986,144.574,15396.691,100,2040
237,30.190,3348.901,142.857,3348.901,142.857,7698.346,100,1020
238,15.095,4109.890,141.484,4109.890,141.484,3849.173,100,510
239,45.284,4275.641,143.773,4275.641,143.773,11547.518,100,1530
240,30.190,4728.709,144.918,4728.709,144.918,7698.346,100,1020
241,98.116,6065.617,145.287,6065.617,145.287,25019.623,100,3315
242,415.107,57.767,163.511,57.767,163.511,105852.252,100,14025
243,45.284,216.117,146.520,216.117,146.520,11547.518,100,1530
244,7.547,248.626,144.231,248.626,144.231,1924.586,100,255
245,45.284,585.165,146.978,585.165,146.978,11547.518,100,1530
246,60.379,1088.942,147.321,1088.942,147.321,15396.691,100,2040
247,60.379,1104.739,146.635,1104.739,146.635,15396.691,100,2040
248,37.737,1494.231,146.429,1494.231,146.429,9622.932,100,1275
249,173.590,1716.018,154.384,1716.018,154.384,44265.487,100,5865
250,45.284,1840.659,146.978,1840.659,146.978,11547.518,100,1530
251,98.116,2457.840,148.669,2457.840,148.669,25019.623,100,3315
252,45.284,4070.055,145.604,4070.055,145.604,11547.518,100,1530
253,558.507,5126.040,156.890,5126.040,156.890,142419.394,100,18870
254,52.832,6111.264,147.763,6111.264,147.763,13472.105,100,1785
255,60.379,2512.363,151.099,2512.363,151.099,15396.691,100,2040
256,45.284,3521.978,151.099,3521.978,151.099,11547.518,100,1530
257,37.737,4988.187,148.626,4988.187,148.626,9622.932,100,1275
258,437.749,5807.266,161.141,5807.459,160.973,102003.079,91.379,13515
259,467.939,6621.810,153.979,6621.810,153.979,119324.357,100,15810
260,30.190,125.000,151.099,125.000,151.099,7698.346,100,1020
261,1826.470,285.419,195.600,285.264,195.494,458051.564,98.347,60690
262,98.116,1591.822,155.642,1591.822,155.642,25019.623,100,3315
263,67.927,1625.916,152.778,1625.916,152.778,17321.278,100,2295
264,60.379,3573.146,152.816,3573.146,152.816,15396.691,100,2040
265,30.190,4153.846,151.099,4153.846,151.099,7698.346,100,1020
266,271.706,5827.686,162.012,5827.686,162.012,69285.110,100,9180
267,181.138,244.620,158.654,244.620,158.654,46190.074,100,6120
268,30.190,390.110,153.846,390.110,153.846,7698.346,100,1020
269,52.832,1006.868,156.005,1006.868,156.005,13472.105,100,1785
270,45.284,1934.982,155.678,1934.982,155.678,11547.518,100,1530
271,83.021,2377.997,156.219,2377.997,156.219,21170.450,100,2805
272,45.284,3409.341,155.220,3409.341,155.220,11547.518,100,1530
273,45.284,3901.099,155.220,3901.099,155.220,11547.518,100,1530
274,105.664,4773.352,159.341,4773.352,159.341,26944.210,100,3570
275,15.095,5000.000,152.473,5000.000,152.473,3849.173,100,510
276,543.413,6026.213,170.635,6026.213,170.635,138570.221,100,18360
277,37.737,6308.516,155.769,6308.516,155.769,9622.932,100,1275
278,52.832,6440.149,155.220,6440.149,155.220,13472.105,100,1785
279,218.875,6654.936,158.535,6654.936,158.535,55813.006,100,7395
280,90.569,313.416,158.425,313.416,158.425,23095.037,100,3060
281,3607.656,387.782,191.405,387.774,191.357,900706.436,97.908,119340
282,30.190,717.033,156.593,717.033,156.593,7698.346,100,1020
283,30.190,1568.681,156.593,1568.681,156.593,7698.346,100,1020
284,45.284,1637.363,157.967,1637.363,157.967,11547.518,100,1530
285,52.832,4130.495,158.752,4130.495,158.752,13472.105,100,1785
286,45.284,4810.440,157.967,4810.440,157.967,11547.518,100,1530
287,52.832,5473.116,157.967,5473.116,157.967,13472.105,100,1785
288,45.284,5650.183,158.425,5650.183,158.425,11547.518,100,1530
289,452.844,181.731,172.115,181.731,172.115,115475.184,100,15300
290,30.190,846.841,160.714,846.841,160.714,7698.346,100,1020
291,37.737,983.791,160.165,983.791,160.165,9622.932,100,1275
292,7.547,1081.044,157.967,1081.044,157.967,1924.586,100,255
293,45.284,1129.121,160.714,1129.121,160.714,11547.518,100,1530
294,52.832,2504.121,161.499,2504.121,161.499,13472.105,100,1785
295,60.379,4852.679,161.058,4852.679,161.058,15396.691,100,2040
296,135.853,5390.110,166.209,5390.110,166.209,34642.555,100,4590
297,30.190,5788.462,159.341,5788.462,159.341,7698.346,100,1020
298,98.116,6271.027,160.926,6271.027,160.926,25019.623,100,3315
299,45.284,500.000,163.462,500.000,163.462,11547.518,100,1530
300,135.853,731.074,168.040,731.074,168.040,34642.555,100,4590
301,45.284,4348.901,163.462,4348.901,163.462,11547.518,100,1530
302,45.284,6233.516,163.462,6233.516,163.462,11547.518,100,1530
303,45.284,460.623,166.667,460.623,166.667,11547.518,100,1530
304,45.284,696.886,166.667,696.886,166.667,11547.518,100,1530
305,52.832,785.126,166.209,785.126,166.209,13472.105,100,1785
306,166.043,1180.195,176.324,1180.195,176.324,42340.901,100,5610
307,233.969,1358.162,174.539,1358.162,174.539,59662.178,100,7905
308,415.107,1921.354,177.348,1921.354,177.348,105852.252,100,14025
309,98.116,1946.640,166.843,1946.640,166.843,25019.623,100,3315
310,45.284,2436.355,166.667,2436.355,166.667,11547.518,100,1530
311,309.443,4722.092,175.992,4722.092,175.992,78908.043,100,10455
312,45.284,1076.923,168.956,1076.923,168.956,11547.518,100,1530
313,37.737,1137.637,169.505,1137.637,169.505,9622.932,100,1275
314,45.284,1402.473,167.582,1402.473,167.582,11547.518,100,1530
315,143.401,2386.423,171.848,2386.423,171.848,36567.142,100,4845
316,45.284,2609.890,168.956,2609.890,168.956,11547.518,100,1530
317,83.021,3400.724,170.205,3400.724,170.205,21170.450,100,2805
