x,y
6886.676,507.555
7587.225,507.555
814.56,510.4
2860.283,512.755
3424.873,512.785
4534.341,510.4
4807.692,508.242
4977.826,511.578
5755.495,509.615
6865.385,511.774
6930.207,516.418
7254.121,510.989
7675.549,510.165
1166.209,511.676
1533.948,514.717
1579.212,515.842
4210.95,512.363
4454.212,512.821
4560.44,510.989
5161.499,512.363
5976.125,516.287
6421.36,512.706
6682.349,512.706
223.526,521.728
884.615,513.736
1412.546,513.278
2651.099,519.231
6829.327,517.17
7420.33,513.736
7528.159,515.11
7632.143,514.56
313.187,516.484
357.418,517.308
2468.829,520.816
2662.088,517.857
4307.104,518.25
4329.67,517.857
4673.077,523.352
4960.95,517.857
5057.692,516.484
6344.78,516.484
6693.681,517.857
6707.572,568.119
6848.312,517.857
6954.67,516.484
292.582,519.819
401.099,519.231
611.264,520.604
1135.989,519.819
2334.576,520.604
3310.714,521.154
5028.388,520.147
5868.132,519.231
6262.113,524.351
6302.198,520.604
6550.039,520.604
6594.437,520.948
574.503,527.93
2085.44,523.901
2101.648,521.978
3973.901,524.137
4150.706,525.314
4162.088,521.978
4977.747,525.366
5131.044,533.448
5990.385,529.204
6677.198,522.567
7268.869,524.942
7318.681,520.604
1056.777,525.641
1487.637,526.884
2431.868,532.005
3271.062,526.557
3431.319,526.099
4339.91,530.345
4545.33,525.314
4559.066,527.473
5099.49,526.099
5149.725,524.725
5317.674,527.381
6425.235,526.099
7225.275,523.352
7864.469,526.099
1392.13,531.593
4781.937,528.503
5045.33,528.061
5167.582,527.473
5818.681,527.473
6138.393,529.19
6934.655,532.378
6959.478,530.907
7301.282,529.304
7347.527,528.571
7550.366,529.304
7824.451,532.326
521.978,530.22
804.945,531.593
1072.802,530.22
1531.136,532.051
3450.549,530.22
4407.967,534.341
5016.484,528.846
6059.066,532.378
6185.44,532.378
6546.703,530.22
7228.846,530.495
7667.582,530.22
401.278,536.73
592.033,535.126
2658.883,532.509
4421.703,536.665
4531.937,534.684
6663.462,534.341
7836.538,531.593
362.637,537.088
560.243,541.601
693.681,537.873
959.249,535.256
1963.462,535.44
4462.912,536.303
4517.857,536.303
7271.154,535.989
252.747,539.835
262.363,539.05
796.978,540.385
840.934,540.385
2072.017,540.228
2348.901,537.088
4662.363,540.385
5225.962,539.835
5679.16,540.228
5978.297,539.286
6074.176,539.835
6116.758,540.62
6379.71,539.835
6828.297,541.209
7422.802,539.286
7628.663,538.004
7670.971,544.963
1353.022,539.835
1376.145,546.703
2331.255,547.02
3207.875,542.125
3272.894,542.125
3729.853,543.04
4029.396,541.484
6405.769,541.484
6699.176,546.36
6897.436,542.125
7793.396,548.891
7840.659,541.209
7869.963,543.04
377.747,545.33
1060.44,545.33
3593.995,545.33
4251.374,543.269
4677.448,547.078
5309.066,546.115
5501.374,545.33
472.985,547.161
521.752,557.013
599.874,561.641
2639.793,553.994
4432.692,545.33
4712.662,555.694
6418.956,548.077
6483.516,546.703
7397.493,548.077
7575.549,548.862
7814.56,546.703
4334.249,550.366
4540.201,550.824
5040.179,550.481
6024.038,549.794
7626.766,554.945
275.954,556.174
4407.182,553.571
4794.471,558.551
5014.011,554.121
5108.173,553.228
5173.077,550.824
5435.44,553.571
5753.598,556.711
6000.589,553.571
6070.055,554.945
6225.4,556.818
6388.736,554.356
6932.692,552.198
7840.659,552.198
7992.445,557.79
3217.949,555.861
3337.912,556.319
4666.667,555.861
6117.392,559.911
6656.593,557.692
6963.462,555.22
7035.126,556.319
7357.967,555.22
560.44,559.066
1366.3,558.608
4986.829,561.005
5083.791,559.851
5331.593,557.418
6375.916,557.234
7402.93,558.608
7806.319,557.692
288.309,563.95
1056.319,560.44
1790.751,563.187
2974.359,561.355
3230.769,562.157
3824.176,560.44
4255.769,561.264
4697.802,559.066
5770.299,563.645
6391.234,565.684
6912.677,561.813
6928.571,563.187
7320.055,562.598
7377.747,560.44
7440.934,561.028
7851.648,560.44
375,564.56
4285.714,564.56
4464.286,564.56
4958.516,565.11
6488.41,578.039
7603.807,564.953
8020.604,563.776
268.201,566.964
1290.934,567.857
3443.448,579.992
4419.505,566.209
4544.643,570.742
4655.678,566.85
5001.832,567.766
5013.736,565.934
5137.951,567.308
5937.54,567.793
5985.256,569.139
6245.879,566.621
6415.659,565.659
6432.005,569.368
7461.735,568.093
228.184,578.418
408.883,575.549
435.783,569.712
1487.179,570.513
3911.935,574.939
4731.682,596.067
5097.527,570.84
6940.591,570.398
254.121,572.802
611.264,571.429
811.813,570.055
1995.879,570.055
4882.162,576.629
5030.769,574.176
6327.198,580.769
7337.912,571.429
1362.637,574.176
2322.344,576.007
3405.22,574.176
4329.67,578.984
4989.092,576.681
5435.989,573.901
5767.072,575.549
5957.926,591.842
7179.945,574.176
7846.154,574.176
562.794,582.221
2778.846,575.549
3247.253,576.923
5367.216,577.839
5753.99,588.108
6931.907,578.297
7288.462,576.923
7644.231,576.923
7740.385,575.549
8000,578.297
204.638,598.691
391.484,582.418
430.368,583.791
575.549,582.418
614.469,581.502
695.055,581.044
1087.637,581.593
2352.473,579.945
4905.678,580.586
5081.387,581.387
7436.813,579.67
7664.255,600.946
380.151,583.448
3184.94,586.289
4028.297,582.692
5150.614,590.255
6753.67,594.001
6840.659,582.418
7247.253,582.418
7686.813,584.249
262.811,600.611
516.941,585.623
4701.58,586.882
5108.974,586.996
5128.196,605.265
5625,585.754
5869.505,585.165
6044.414,591.117
6063.187,586.538
7369.162,586.882
7487.637,586.538
7551.923,585.989
7752.159,586.538
7983.516,585.165
317.651,588.942
2490.842,588.828
3240.934,587.637
4993.371,596.572
5907.967,587.912
6935.44,589.286
475.549,591.484
584.707,593.559
2079.082,596.35
2817.766,591.575
3475.275,590.659
4028.617,596.612
4129.808,592.033
4348.373,595.837
5365.385,589.286
6429.945,590.659
7389.443,596.35
7438.187,590.659
239.698,594.78
411.181,635.782
566.545,600.275
4317.136,599.76
4368.132,593.407
4484.89,594.78
5182.692,594.78
6520.866,598.705
6574.634,593.864
6946.772,594.437
7310.44,593.407
7426.413,594.78
3497.711,598.901
4393.315,595.696
4670.33,597.527
5301.923,596.978
5993.132,597.527
6228.611,597.527
7334.89,598.077
7628.746,601.274
7797.619,597.985
1083.791,598.901
3453.297,598.901
5278.846,601.06
5907.967,599.588
6437.764,601.543
7413.118,599.931
7486.021,603.83
7857.928,601.452
7971.703,599.176
233.516,603.022
331.829,603.022
351.374,603.571
660.256,602.564
807.318,605.519
2061.813,601.648
4384.615,601.648
4505.22,603.571
4958.516,603.571
4975.58,605.617
5406.593,601.648
6627.289,602.564
7459.772,604.003
245.879,603.022
368.132,605.769
2038.736,606.319
2484.89,604.396
4649.725,606.554
5206.044,605.769
6694.93,613.844
7258.242,604.396
7285.126,605.769
1577.839,608.974
4667.308,609.066
5083.791,617.903
5298.711,612.743
5596.743,606.947
6038.187,607.967
6329.611,612.219
6505.495,607.143
6657.822,614.879
7525.231,609.962
7840.659,605.769
738.874,619.093
1093.681,611.813
2423.352,611.813
4632.509,619.231
5753.205,610.348
6054.218,616.597
7756.476,611.46
8032.967,613.187
299.274,714.718
528.846,611.264
1596.917,615.232
2437.088,614.56
3178.571,614.011
4208.791,612.637
4375,614.796
5152.93,613.553
6566.04,613.377
7300.481,614.354
7364.469,613.553
7396.978,615.913
664.835,616.758
2160.714,614.011
4363.8,620.985
4539.492,617.102
4984.432,616.3
5170.788,614.927
5263.736,616.758
5363.736,623.352
5473.352,615.659
5623.626,614.011
6463.757,618.238
6510.989,620.879
7582.692,616.209
7602.335,617.445
7627.404,616.415
498.626,620.29
700.549,619.505
4304.258,619.505
4465.11,618.407
5015.797,619.505
5401.099,619.505
5994.702,620.29
7782.771,621.468
615.385,622.253
1859.89,622.253
2327.839,622.253
5114.156,630.639
6440.633,649.194
6531.593,619.505
6938.645,625.458
7317.308,621.566
7453.571,622.802
451.923,622.253
534.341,624.215
2347.527,623.626
3214.678,629.317
3233.516,625
4609.89,626.374
4964.91,625.749
5240.385,625.785
5429.945,625.785
6001.957,655.803
6725.275,623.626
7815.934,623.626
2454.67,628.532
2967.949,627.289
5128.532,627.747
5168.613,627.404
6351.374,627.198
7031.593,627.747
7645.016,627.747
8046.566,629.808
311.813,630.495
539.754,656.95
667.582,630.495
1393.887,630.838
1528.846,629.121
2355.769,629.121
3816.85,630.037
4756.234,634.51
4975.275,631.868
5157.967,629.71
5747.527,629.945
6763.462,629.945
6963.697,630.495
7388.228,632.021
7413.177,633.526
7478.297,629.945
7567.857,629.396
7669.757,636.332
220.155,637.363
254.121,634.027
1548.077,632.457
2719.78,631.868
3493.132,641.807
3588.828,633.7
6732.666,640.568
6934.367,642.221
7093.407,633.242
359.301,635.989
3476.648,637.891
3556.319,635.204
4985.348,636.447
5926.413,644.623
7692.308,637.912
7732.692,634.89
8028.061,635.597
331.044,639.521
701.511,646.566
896.978,635.989
1253.728,640.306
1513.736,638.736
4704.67,642.308
5013.599,648.352
5029.945,639.286
5165.522,640.11
6198.718,638.278
7536.884,644.434
313.045,644.799
457.418,641.484
1391.758,642.308
1493.524,644.623
2483.974,640.568
4245.192,641.484
5420.33,640.11
6089.286,638.736
6864.011,640.11
7658.516,640.385
1505.495,644.231
2361.264,644.231
4295.33,645.016
4541.209,644.231
5278.388,643.773
5563.462,643.681
6223.901,644.231
7808.15,646.062
513.736,649.725
580.236,650.048
5384.615,645.604
6130.495,647.763
6745.879,644.231
7357.83,648.008
7472.447,675.42
7648.352,645.604
7712.225,649.554
3515.453,649.382
4681.319,648.352
6326.923,646.978
6687.729,649.267
7216.117,650.183
7328.297,648.352
640.616,655.22
655.22,651.099
870.879,652.473
5152.473,652.473
5377.289,652.93
6099.359,650.641
6384.89,653.022
361.264,654.435
370.971,659.432
438.972,655.22
3276.884,657.771
3442.308,653.846
5141.941,654.762
6664.593,657.159
6722.581,667.87
6771.291,655.22
6834.576,655.22
7785.714,655.22
8017.857,661.654
453.297,656.593
1118.407,657.418
4705.403,660.165
5274.725,656.593
7040.179,658.31
7764.129,661.892
575.893,661.058
1975.454,665.253
2379.121,660.714
2539.835,660.714
5177.026,670.043
5233.763,691.413
6349.218,661.771
7512.5,664.011
8034.89,659.066
6899.267,663.004
7065.476,665.522
7374.608,669.087
3920.33,664.835
5053.571,666.994
5193.338,668.269
5898.352,664.835
6528.388,666.667
6825.549,664.835
7351.648,664.835
7527.473,666.209
7813.187,666.209
456.044,666.209
587.384,672.971
742.788,669.299
1105.311,668.498
3287.088,674.451
3690.476,669.414
5143.132,669.505
6051.217,669.152
6967.033,668.956
7539.835,667.582
1387.951,674.451
3213.697,671.703
3303.571,670.918
3375,670.33
3749.542,670.788
3966.575,670.788
4017.399,671.245
6064.56,672.488
7732.26,686.667
2003.663,673.993
2092.818,674.451
4681.319,673.077
6429.16,674.451
6882.457,674.451
7089.286,675.824
7167.582,674.451
7433.477,674.451
7824.451,673.901
405.907,678.915
430.852,699.529
453.297,675.824
918.956,678.571
1548.077,675.824
5061.355,676.74
5894.574,676.854
6668.04,677.045
6929.602,677.541
7312.157,677.541
7603.022,676.413
8032.967,677.198
1243.132,678.571
2902.473,680.73
4348.077,683.929
5943.681,681.319
6751.603,683.15
6918.956,677.198
7717.033,678.571
466.117,682.234
622.253,682.692
2053.571,681.907
2557.104,682.692
3977.106,682.234
5693.681,681.319
6082.875,681.777
6912.546,681.777
7502.747,682.692
7638.049,689.953
7695.33,682.143
7779.304,683.15
449.176,682.692
2015.895,684.262
3436.224,685.44
4508.242,685.44
6003.048,704.284
6480.769,685.44
6709.903,735.931
6823.888,702.306
7166.994,685.44
7283.284,687.764
8021.291,686.355
8050.039,685.44
1072.253,686.538
3960.95,688.187
4688.187,686.813
7606.151,694.139
607.944,710.222
1426.775,693.893
4264.652,690.476
4385.531,691.392
5163.462,690.247
5424.451,691.719
5961.673,697.237
6430.477,694.656
7526.884,690.934
7787.454,692.033
1263.736,692.308
3227.564,692.766
3241.484,694.231
5917.308,694.231
7039.492,693.338
7379.121,693.681
7804.945,692.308
630.495,695.055
3391.733,697.428
3432.998,697.344
6058.242,698.352
6338.427,702.696
6743.132,695.055
7715.316,703.755
364.354,699.519
1196.429,697.802
2398.352,697.802
5028.061,699.176
5603.571,698.077
5991.17,699.176
517.514,702.266
718.75,702.266
3847.527,701.138
6231.799,702.266
6746.897,705.383
6935.211,702.839
7324.176,701.923
7396.429,704.304
7762.363,701.138
7980.769,700.549
8028.388,702.381
8061.905,714.683
353.327,706.502
3813.645,703.755
4301.609,704.67
4387.973,707.57
4432.692,703.885
4875,705.769
4913.462,704.67
5174.97,710.759
5265.021,711.849
6030.22,701.923
6498.077,703.571
6855.426,705.014
6911.058,704.327
6983.516,704.67
7495.483,786.323
7624.695,709.707
7919.741,704.67
8004.718,710.045
399.564,711.619
3648.352,704.67
4515.595,708.872
6406.868,709.478
7531.593,706.044
7743.132,707.418
623.626,708.791
994.309,710.95
3657.967,710.95
4112.637,708.791
5128.091,710.508
6090.354,729.777
6387.951,710.165
6661.499,710.165
7971.939,710.165
2485.989,713.462
5429.945,711.538
7555.828,719.878
2657.967,714.286
3233.242,715.11
5152.473,714.286
5421.703,714.874
5957.614,719.388
7107.732,715.659
7318.093,715.659
7494.048,715.354
7543.956,715.659
718.407,718.407
1050.824,719.78
3873.038,718.407
4772.527,721.154
4918.613,718.75
6320.055,716.346
6426.707,723.214
6502.747,718.407
6962.454,717.949
7286.817,733.265
7927.198,717.622
8037.088,715.659
457.418,722.527
3402.473,729.199
5894.231,720.369
6670.33,719.78
6728.611,721.154
6758.7,723.901
6810.165,720.604
6976.877,722.985
7036.745,720.81
365.385,726.648
406.593,723.901
4034.341,722.527
4394.231,722.527
5574.176,723.901
5933.477,724.294
6530.067,727.259
7087.912,721.154
7371.795,723.443
7730.64,736.134
527.473,726.648
1392.582,726.099
2718.407,725.863
3256.083,726.648
3290.892,728.128
4111.264,726.648
4886.447,727.106
5282.051,726.19
5981.885,732.229
6828.297,725.275
7907.093,738.761
7947.802,725.275
8049.451,723.901
1500.458,730.769
3309.262,732.143
3508.242,731.947
3605.335,733.3
4022.894,731.227
4528.999,736.493
5560.44,732.143
6413.462,728.022
6635.204,729.396
6882.326,728.48
7631.217,734.89
7999.411,729.396
2843.407,732.143
5251.832,732.601
6395.604,729.396
7593.407,730.769
7788.265,732.928
8042.692,739.615
612.922,745.62
1000.916,735.348
3520.604,735.675
3582.875,734.432
5580.357,735.92
5731.358,734.89
6474.817,736.264
6956.633,734.89
7084.707,733.059
7406.593,734.89
7610.479,743.263
384.615,734.89
479.396,738.422
2380.01,740.869
3274.725,736.264
4552.198,737.637
5753.046,745.64
6438.187,736.852
1410.256,740.842
4696.429,739.011
5962.912,739.6
6895.766,744.829
7955.128,740.842
7984.341,739.286
377.747,743.917
535.186,744.4
1497.253,743.681
1788.265,743.917
3262.821,743.59
4008.242,743.132
4115.385,741.758
4350.275,744.505
4410.714,740.385
4423.901,746.703
4718.407,741.758
5740.385,743.917
428.419,749.339
549.647,746.664
1515.11,743.132
2094.78,743.132
2851.06,746.272
3246.566,745.192
4502.9,751.007
4669.719,747.405
4784.341,747.253
5200.549,744.505
5432.349,745.536
5935.897,745.421
6118.558,757.437
6200.549,745.879
6803.571,745.094
6848.901,745.879
7181.907,745.879
7750.458,748.397
8000,744.505
446.821,750.981
478.169,757.849
519.231,747.253
3300.824,748.626
3395.408,754.71
4657.967,745.879
4685.44,747.841
5557.692,747.253
5717.033,748.626
6436.203,760.786
6497.841,748.626
7135.204,748.626
1984.89,751.374
4756.083,751.374
4767.514,751.717
5995.094,754.513
6358.516,751.796
6483.516,748.626
6530.808,751.374
7714.18,756.023
2839.286,755.495
3280.808,754.121
4129.121,751.374
4313.187,752.747
6343.407,754.121
7298.148,789.271
7384.211,757.999
7581.387,753.777
7924.058,753.336
383.547,758.7
3986.264,755.495
5730.769,756.868
5767.857,757.653
6133.242,754.121
6464.621,799.496
7067.308,755.495
7980.03,757.502
8001.374,757.713
722.802,760.165
1321.429,759.615
2875,756.868
3242.133,762.612
4945.055,759.615
5973.901,758.242
6069.712,759.272
6899.725,763.278
301.168,762.706
4267.399,761.905
5119.322,769.017
7226.992,762.706
446.886,764.652
604.121,764.56
637.363,765.11
1204.67,763.736
2383.664,765.321
3265.659,765.11
3966.346,765.11
4334.89,764.56
5162.007,768.988
6094.281,770.48
6246.129,767.108
6809.066,764.325
7261.951,770.192
7531.044,765.11
7622.253,767.399
8018.716,768.029
618.721,767.465
1538.462,766.484
4926.74,767.399
5268.642,767.857
5539.148,771.291
5731.962,785.427
5988.736,768.407
6279.945,767.308
7921.703,767.072
7961.154,773.352
4529.888,784.499
4743.917,770.604
5747.253,767.857
7556.319,769.231
7714.011,771.154
7746.409,785.979
467.622,773.352
788.462,774.725
1503.777,773.695
2870.879,773.352
5140.638,781.171
5192.235,777.545
5315.659,773.901
5973.901,772.567
6059.066,774.725
6500,773.352
6853.022,774.137
7637.363,771.978
8031.25,777.358
3426.74,776.557
4418.171,776.099
5213.697,776.099
5231.044,780.632
7913.919,775.641
391.827,779.19
514.325,778.846
1030.769,779.396
3282.122,786.137
4932.692,780.095
5901.099,777.473
6284.799,778.388
6408.752,778.846
6480.769,778.846
7187.729,779.304
7562.271,779.304
603.022,782.378
2845.879,781.044
2917.857,782.143
3744.702,782.378
5418.956,780.22
5644.689,781.136
6086.31,784.799
6247.253,781.593
6517.514,781.937
6628.205,782.051
6695.055,780.22
7807.692,778.846
4713.515,821.26
5458.516,784.89
5626.374,782.967
5677.713,788.118
6670.33,784.341
7085.44,783.791
7101.773,783.591
7254.906,784.341
7552.855,793.896
7786.172,784.646
473.273,794.309
614.011,787.088
1493.59,787.546
2832.692,787.637
3611.264,787.873
4337.912,787.088
5981.859,795.803
7471.154,787.088
7773.008,787.431
7907.182,787.088
557.234,788.919
1721.703,788.736
3826.923,787.088
4504.199,794.859
4688.187,789.835
4855.54,792.811
5168.956,788.462
6408.752,789.835
6884.615,789.835
7010.989,789.835
7184.066,789.835
7243.132,790.934
7601.374,789.286
7663.502,801.955
500.196,795.068
4884.615,797.654
5306.319,792.582
5936.813,792.582
6443.681,791.209
406.005,795.33
514.423,795.33
1765.11,792.582
5188.187,795.33
5461.414,798.576
5696.429,792.582
6419.741,795.33
6464.286,793.956
6664.508,802.263
6692.033,795.879
7148.077,795.879
7793.269,796.36
7955.014,795.673
371.476,809.365
539.835,798.862
633.242,797.292
2380.037,798.077
4404.304,805.861
6087.618,807.889
6510.989,798.077
7823.26,797.619
1066.314,807.429
1420.282,807.834
1542.582,801.609
3942.582,801.374
4389.652,804.716
5219.505,805.037
6770.147,800.366
7472.578,806.624
7873.038,800.824
2822.802,802.198
3675.824,803.571
3979.396,803.571
4760.657,808.024
6277.473,803.571
6427.808,807.082
7205.455,803.571
7708.124,806.476
4700.092,810.134
5953.297,803.571
6685.832,811.421
600.366,815.293
2337.912,807.692
3626.374,807.692
3652.473,810.44
5465.659,808.379
5926.02,809.851
6623.43,809.851
6852.163,812.672
7008.242,810.44
7112.363,808.516
7265.11,809.066
7580.701,809.409
558.723,812.157
646.978,812.598
1375.458,811.355
5314.56,813.752
5542.582,811.813
6372.253,811.126
6728.175,835.348
7038.462,809.066
7169.741,811.813
7832.692,812.363
1285.714,814.56
2037.637,812.912
2392.857,814.56
4537.873,814.56
6380.495,811.813
6646.825,814.866
7364.821,866.923
7412.677,814.56
7604.271,816.309
7739.011,818.681
4377.747,816.523
5456.044,814.56
5726.305,817.651
7360.294,819.409
7862.179,818.681
8057.967,817.857
1212.363,818.407
4902.778,821.886
5147.321,819.712
5482.143,817.308
6180.495,818.407
6523.81,820.513
7681.319,820.055
7697.178,824.426
7809.409,819.712
7924.908,819.597
389.835,822.253
465.965,824.634
1995.421,822.344
5329.082,822.802
5351.568,826.034
6568.681,821.429
6869.309,825.549
6898.352,822.802
7018.856,824.301
7081.044,820.055
7236.264,822.802
7380.495,821.429
7394.574,822.459
7848.901,821.429
2789.835,822.802
2937.271,824.634
4174.451,822.802
4364.011,828.297
4960.348,831.96
6071.821,827.904
7071.429,824.176
356.868,828.846
448.391,828.297
2590.659,826.923
2871.703,826.648
4726.648,826.923
5207.418,827.512
5218.063,828.64
5506.868,829.212
5740.728,827.953
5756.181,828.297
7101.773,830.544
7140.797,831.387
7616.758,828.297
345.497,834.986
398.764,836.401
507.051,838.736
696.19,838.808
1208.516,830.495
1315.934,829.67
1416.994,832.418
4578.297,830.259
5653.083,834.402
5932.692,831.829
6101.374,831.593
7030.495,831.593
7407.624,831.387
8039.28,848.637
1487.927,834.948
1520.604,834.576
4758.634,837.716
5234.89,834.576
6895.33,833.242
7152.333,845.153
7367.857,834.341
8100.733,834.249
367.543,836.538
2001.374,833.791
5330.042,850.178
5490.385,838.599
625.458,838.828
1890.11,842.818
2383.242,836.538
5969.192,839.286
6089.286,839.286
6461.146,843.407
6855.573,841.248
7464.973,840.316
599.817,841.575
3977.106,842.491
4378.205,841.575
5111.264,843.407
5508.83,842.033
7084.707,843.864
7630.495,842.818
3640.11,844.78
4265.568,844.322
5738.187,844.78
6361.763,853.355
7248.234,846.35
7301.609,845.173
421.703,846.743
2825.092,847.985
4087.912,846.154
4799.542,852.473
6281.899,849.359
6529.533,849.245
6561.996,851.19
6903.257,847.527
7597.527,846.154
7714.286,849.817
373.283,853.88
585.165,847.527
1543.132,849.176
4615.385,850.275
4971.154,848.901
5149.725,848.901
5800.824,848.901
5924.451,851.648
6476.648,849.49
7903.388,851.19
7970.982,851.992
449.233,856.456
545.788,853.48
2649.176,851.923
2785.126,852.63
3690.149,853.022
4211.322,860.107
5412.546,851.19
5763.736,851.648
6088.291,869.979
7422.772,856.532
7609.89,853.022
561.028,855.769
649.937,860.841
694.205,863.095
1414.835,855.769
3280.22,854.396
3611.264,854.396
4820.055,853.022
4944.231,857.143
5529.239,857.339
5975.275,854.396
6645.016,855.769
7131.696,858.001
7576.334,855.769
7659.281,860.069
716.082,861.686
1482.486,858.86
1519.231,857.143
4111.813,857.418
4768.468,868.223
4979.739,859.203
5364.796,859.105
5396.635,858.86
6674.26,869.2
6832.17,869.325
7468.906,864.261
3603.48,861.722
4259.615,859.89
4956.044,861.264
5347.07,861.722
5792.033,860.165
6284.502,869.182
6306.319,862.049
6442.766,883.8
6792.582,858.516
7166.994,861.264
7768.642,864.273
7822.802,859.89
7911.172,860.806
388.736,871.283
2418.956,862.637
3751.374,861.951
5196.291,866.209
5722.07,862.179
5913.919,864.469
6207.601,867.674
6461.538,862.637
6725.602,867.02
7076.923,865.385
7267.857,864.011
7604.67,866.868
6008.83,866.758
7189.56,865.385
7587.537,869.256
415.673,884.18
437.729,869.963
1722.253,868.956
3733.516,866.758
4116.758,866.758
4745.879,870.29
5254.579,869.048
5396.193,869.505
5484.341,867.857
5786.348,883.242
6141.484,870.29
6371.795,869.048
6410.256,869.963
6575.549,868.132
7178.329,873.222
7641.484,868.132
400.069,871.909
1950.549,870.879
2798.626,870.604
3754.121,870.879
4982.143,869.505
7549.988,872.492
7929.945,873.626
1554.121,873.901
3694.025,875.343
4583.448,874.657
4831.044,873.626
5343.457,883.14
5721.154,877.498
5747.57,878.17
6043.681,874.451
6401.295,884.419
6704.421,875.999
7156.136,874.084
7682.692,874.215
676.413,877.747
3616.758,875
4290.293,878.205
4699.176,876.962
4987.637,878.532
6466.003,877.404
7660.714,880.495
7836.538,876.374
7847.527,876.374
370.945,890.241
1531.593,879.71
3397.436,880.952
5325.549,879.121
5732.143,879.121
5923.901,881.868
6231.72,881.551
6278.846,881.279
6846.154,880.495
627.747,881.868
1443.681,884.027
1506.868,881.868
3307.418,882.692
5374.542,883.7
5487.179,882.784
5762.287,905.107
6198.587,883.634
6718.956,919.586
6855.54,886.447
7497.711,891.077
2526.648,884.89
3530.22,884.615
3771.389,885.989
5510.989,885.989
5955.22,884.89
5984.89,884.615
7907.182,885.989
391.558,898.983
451.923,890.11
475.549,889.286
1516.484,887.363
2466.575,889.042
3623.626,888.736
3643.315,886.905
4757.212,889.08
4988.905,889.159
5116.758,885.989
5683.477,888.736
6320.413,891.006
7601.923,888.187
7946.429,889.521
8018.642,892.857
548.764,891.484
2518.315,891.941
4256.319,889.835
4737.271,894.597
5385.989,890.699
5500.458,890.568
7844.78,890.11
1675.824,894.231
5163.462,893.446
5483.142,895.729
5967.033,892.857
5994.048,892.399
6151.295,895.016
6173.077,892.857
6218.407,893.808
6647.894,900.249
1432.692,895.604
1958.791,895.604
2372.253,895.604
5697.802,896.978
5726.648,896.193
7141.484,895.604
7925.178,903.523
445.055,899.725
1469.886,904.586
4208.203,899.725
4768.162,904.304
7959.153,901.027
1875.458,903.388
6085.843,934.182
6170.604,903.022
6489.011,902.473
7641.484,903.257
7768.584,914.35
424.145,909.951
2877.747,904.533
3659.341,905.22
4727.522,950.216
4923.077,903.846
5305.861,904.762
5402.015,904.762
6254.121,903.846
6270.261,905.563
6349.13,907.28
7562.271,904.762
7604.487,906.502
365.973,907.967
457.418,908.752
482.692,913.324
514.423,907.967
530.678,906.136
541.209,906.593
2274.451,907.418
4189.835,910.531
5070.055,905.22
6147.977,911.588
6236.264,907.967
6476.648,906.593
6767.857,906.593
7232.692,906.868
7347.527,907.182
7482.658,912.603
7523.513,914.512
643.446,910.714
696.978,912.912
1979.739,942.136
5738.736,911.264
6579.913,913.138
6697.459,915.694
7663.398,920.106
7830.755,916.643
7979.396,909.341
405.449,919.872
1484.547,913.805
4230.769,912.088
6026.099,912.088
6384.615,910.714
6664.246,913.462
7149.725,913.462
557.104,916.209
4756.545,921.542
6212.912,916.994
6409.799,914.377
6492.674,915.751
6541.209,916.209
7382.645,930.303
7947.606,916.994
513.462,919.505
1551.511,921.474
2890.385,918.407
3911.56,924.028
6460.165,917.582
7367.102,918.613
7493.132,923.077
527.747,921.154
645.016,921.703
1923.352,922.253
4740.385,921.703
5790.293,921.245
6677.198,921.245
6760.989,920.33
7267.072,921.703
7429.945,920.33
7600.618,921.36
7956.633,921.703
384.615,924.451
427.198,921.703
1249.542,922.619
1343.407,923.077
1486.264,924.451
4355.769,925.235
4491.758,923.077
4578.297,925.824
5575.549,924.451
6005.54,939.24
6028.061,924.451
6038.462,924.451
6383.242,923.077
7001.74,931.593
7163.462,924.451
7736.581,926.775
3758.516,927.747
6127.747,925.824
6585.754,927.198
7411.499,940.228
7928.571,925.824
400.984,937.157
1141.026,929.487
3284.799,929.487
3556.319,928.571
4316.85,929.487
5419.741,929.945
5504.426,930.861
6214.896,934.982
7465.659,930.73
7971.154,928.571
656.593,931.319
1471.497,933.036
4866.587,936.813
5481.685,933.15
6229.396,931.907
6697.802,932.692
7061.813,931.907
7255.495,931.319
7270.068,955.809
384.615,935.44
537.088,934.066
3450.824,935.989
4769.231,935.44
4919.245,940.5
5654.67,937.088
6254.464,935.096
6377.976,935.668
7452.839,935.134
7479.072,939.964
7681.013,939.255
643.132,937.637
4711.538,936.813
4978.218,940.934
6314.83,946.698
6336.676,941.484
6647.763,938.187
7305.632,940.705
7496.223,940.247
7618.407,938.736
7720.925,940.476
1882.673,947.565
3298.077,939.56
3694.78,942.857
4243.132,941.719
5440.476,941.392
6441.117,942.033
7054.553,944.27
7741.484,940.385
7934.982,940.476
562.598,943.681
790.385,942.582
2920.435,943.047
4567.857,945.33
5774.922,944.859
6293.132,942.582
7514.194,943.376
7638.736,943.681
7784.341,942.308
423.352,953.022
681.693,946.179
1425.824,946.429
2523.352,947.214
5918.04,947.802
6233.974,947.65
7562.729,944.597
7992.788,946.085
387.057,949.328
527.276,952.054
1273.352,948.391
2380.189,950.092
4972.527,949.176
6064.877,952.874
6219.78,949.176
7394.231,952.281
7655.22,948.391
7708.365,959.407
1075,950.824
3883.242,951.923
6512.363,951.923
7380.495,951.138
