 ,Area,X,Y,XM,YM,IntDen,%Area,RawIntDen
1,59.657,4427.938,9.326,4427.713,9.046,2708.449,100.000,227
2,143.178,4862.937,8.348,4863.123,8.185,5667.459,100.000,475
3,107.383,5439.404,6.716,5439.147,6.359,5249.857,100.000,440
4,47.726,5568.169,6.908,5568.123,7.093,1789.724,100.000,150
5,47.726,5892.864,6.908,5892.689,7.025,2123.806,100.000,178
6,465.328,4399.366,16.784,4398.497,16.637,24662.395,97.436,2067
7,59.657,4787.866,11.399,4787.655,11.166,2899.353,100.000,243
8,35.794,5089.763,8.635,5090.183,8.635,1372.122,100.000,115
9,59.657,5153.320,12.781,5153.233,13.017,2577.202,100.000,216
10,381.808,5409.384,19.214,5409.509,19.703,17431.910,96.875,1461
11,83.520,5512.162,10.609,5511.976,10.763,3603.311,100.000,302
12,47.726,4290.115,13.817,4289.931,13.370,2350.504,100.000,197
13,274.424,4361.377,19.599,4361.378,19.575,17634.746,100.000,1478
14,83.520,4671.804,15.544,4671.777,15.297,3006.736,100.000,252
15,59.657,4762.304,13.471,4762.144,13.552,2255.052,100.000,189
16,11.931,4944.686,12.090,4944.686,12.090,417.602,100.000,35
17,131.246,5270.637,18.998,5270.721,18.855,5750.979,100.000,482
18,71.589,5453.029,14.968,5452.868,15.167,3281.160,100.000,275
19,47.726,5621.709,14.680,5621.734,14.790,1694.272,100.000,142
20,131.246,6062.905,20.568,6062.526,20.548,6645.841,100.000,557
21,131.246,6080.490,18.684,6080.263,18.679,6848.677,100.000,574
22,703.958,4304.664,29.185,4303.931,29.761,37858.625,100.000,3173
23,59.657,4343.656,18.998,4343.606,18.866,2493.682,100.000,209
24,47.726,4714.118,18.998,4713.990,18.887,1849.381,100.000,155
25,23.863,4884.238,15.544,4884.387,15.544,966.451,100.000,81
26,298.287,5144.753,28.532,5145.223,29.114,12361.026,100.000,1036
27,35.794,5194.540,16.695,5194.540,16.486,1181.218,100.000,99
28,47.726,5286.652,18.135,5286.806,18.502,2410.161,100.000,202
29,47.726,5433.455,17.271,5433.572,17.574,1765.861,100.000,148
30,71.589,5770.240,17.271,5770.254,17.124,2947.079,100.000,247
31,47.726,6200.288,17.271,6200.519,17.678,1873.244,100.000,157
32,47.726,4616.537,21.589,4616.349,21.641,2183.463,100.000,183
33,35.794,5326.951,20.149,5327.070,19.995,1157.355,100.000,97
34,346.013,5466.866,35.554,5467.015,35.686,16047.857,100.000,1345
35,71.589,4584.298,27.634,4584.417,27.888,2434.024,100.000,204
36,71.589,5300.469,24.179,5300.481,24.010,3281.160,100.000,275
37,71.589,5377.037,25.331,5377.003,25.209,2660.723,100.000,223
38,71.589,5499.085,27.634,5499.005,27.756,3877.735,100.000,325
39,178.972,5539.039,29.130,5539.043,29.365,9497.468,100.000,796
40,190.904,5581.554,28.713,5581.025,29.038,10225.289,100.000,857
41,47.726,5834.143,24.179,5833.893,24.342,1897.107,100.000,159
42,131.246,5873.866,25.906,5874.149,25.401,7421.388,100.000,622
43,23.863,5961.948,22.452,5961.948,22.452,644.301,100.000,54
44,214.767,6009.155,30.704,6009.817,31.254,8423.634,100.000,706
45,59.657,4532.946,27.979,4533.356,28.098,2350.504,100.000,197
46,95.452,4557.816,31.088,4557.728,31.264,4677.145,100.000,392
47,71.589,5733.971,29.361,5733.628,29.259,3245.366,100.000,272
48,238.630,6043.294,32.297,6043.245,32.003,13041.121,100.000,1093
49,107.383,6097.621,28.977,6097.582,29.075,4903.843,100.000,411
50,107.383,4329.071,30.896,4329.512,30.934,6180.513,100.000,518
51,513.054,4433.143,39.241,4431.796,39.349,23862.985,100.000,2000
52,334.082,4510.197,39.723,4509.588,39.970,18195.526,100.000,1525
53,95.452,4907.122,33.247,4907.331,33.217,3794.215,100.000,318
54,11.931,4944.686,29.361,4944.686,29.361,346.013,100.000,29
55,23.863,5012.043,29.361,5011.811,29.361,1240.875,100.000,104
56,71.589,5214.114,31.088,5214.027,31.160,2839.695,100.000,238
57,95.452,5566.874,34.542,5566.694,34.353,4259.543,100.000,357
58,47.726,5765.059,31.088,5764.825,30.948,2648.791,100.000,222
59,119.315,4476.297,37.651,4476.508,37.799,4605.556,100.000,386
60,59.657,4602.030,34.197,4602.051,34.301,3078.325,100.000,258
61,83.520,5341.919,36.269,5341.761,36.122,3651.037,100.000,306
62,59.657,5420.675,34.887,5420.727,34.939,2386.298,100.000,200
63,477.260,5859.704,43.523,5861.268,44.052,27275.392,100.000,2286
64,83.520,5942.950,37.256,5942.727,37.197,3507.859,100.000,294
65,47.726,4882.511,38.860,4882.258,38.965,1956.765,100.000,164
66,59.657,5028.278,37.651,5028.407,37.595,2362.435,100.000,198
67,131.246,5789.081,41.921,5788.888,41.985,5357.240,100.000,449
68,882.930,6070.102,58.068,6070.814,58.133,50649.185,100.000,4245
69,47.726,6231.375,37.996,6231.169,38.447,2195.395,100.000,184
70,59.657,4275.262,41.796,4275.196,41.744,2243.121,100.000,188
71,59.657,4566.797,42.487,4566.700,42.318,2732.312,100.000,229
72,23.863,5162.301,41.450,5162.301,41.511,1014.177,100.000,85
73,71.589,5265.927,41.450,5265.785,41.386,2899.353,100.000,243
74,178.972,5389.357,47.783,5389.874,47.020,8268.524,100.000,693
75,47.726,4381.652,44.041,4381.511,44.094,1753.929,100.000,147
76,59.657,4872.148,46.632,4871.989,46.685,2326.641,100.000,195
77,71.589,5317.740,47.207,5317.628,47.231,2959.010,100.000,248
78,11.931,5414.457,43.177,5414.457,43.177,334.082,100.000,28
79,47.726,5519.810,44.905,5519.767,44.756,2350.504,100.000,197
80,71.589,5563.564,47.207,5563.574,47.027,3233.434,100.000,271
81,83.520,5580.259,47.619,5580.386,47.576,3579.448,100.000,300
82,11.931,4284.934,46.632,4284.934,46.632,346.013,100.000,29
83,23.863,4360.927,48.359,4360.927,48.530,1324.396,100.000,111
84,47.726,4393.741,48.359,4393.661,48.096,1801.655,100.000,151
85,107.383,4583.530,49.318,4583.291,48.955,4772.597,100.000,400
86,155.109,4970.991,55.134,4971.532,55.597,7373.662,100.000,618
87,369.876,5006.082,55.211,5005.843,55.680,17682.472,100.000,1482
88,59.657,5726.026,48.013,5726.458,47.941,3305.023,100.000,277
89,882.930,5839.277,78.046,5838.921,77.833,46473.163,100.000,3895
90,119.315,6017.906,51.468,6018.345,51.633,5035.090,100.000,422
91,226.698,4246.393,54.994,4246.578,55.191,9509.399,100.000,797
92,47.726,4851.423,51.813,4851.100,51.629,1789.724,100.000,150
93,572.712,5073.931,60.520,5074.254,60.311,27573.679,100.000,2311
94,71.589,5114.518,52.964,5114.365,52.943,2827.764,100.000,237
95,71.589,5746.060,51.813,5746.155,51.617,3042.531,100.000,255
96,751.684,5767.882,63.958,5767.155,64.620,42845.989,100.000,3591
97,47.726,5796.146,51.813,5796.369,51.906,2219.258,100.000,186
98,107.383,5888.834,53.156,5889.170,53.851,4378.858,100.000,367
99,11.931,803.101,53.540,803.101,53.540,357.945,100.000,30
100,59.657,4223.449,55.613,4223.555,55.260,2899.353,100.000,243
101,47.726,4281.480,54.404,4281.563,54.560,1980.628,100.000,166
102,47.726,4566.451,55.267,4566.298,54.848,2016.422,100.000,169
103,250.561,5190.428,62.258,5190.468,61.283,12349.095,100.000,1035
104,477.260,5961.430,69.775,5960.291,69.990,21035.221,100.000,1763
105,357.945,4195.240,65.169,4195.603,65.036,20438.646,100.000,1713
106,83.520,4328.358,60.942,4328.533,60.840,3472.064,100.000,291
107,35.794,4344.807,59.297,4344.678,59.462,1169.286,100.000,98
108,107.383,4836.071,60.065,4836.197,60.379,4736.802,100.000,397
109,83.520,4913.598,61.435,4913.666,61.604,3639.105,100.000,305
110,107.383,5260.170,60.065,5260.110,60.116,4343.063,100.000,364
111,393.739,5515.466,66.938,5516.021,66.403,19448.333,100.000,1630
112,119.315,5809.963,65.630,5810.101,65.476,5237.925,100.000,439
113,178.972,5905.184,62.291,5905.115,62.454,8447.497,100.000,708
114,95.452,4361.358,63.471,4361.731,63.402,4199.885,100.000,352
115,59.657,4542.617,63.212,4542.410,63.351,2541.408,100.000,213
116,47.726,5554.352,62.176,5554.388,62.126,2923.216,100.000,245
117,71.589,5602.711,63.903,5602.348,63.444,3233.434,100.000,271
118,47.726,5998.217,61.312,5998.307,61.222,2290.847,100.000,192
119,23.863,4214.123,63.903,4214.326,63.903,811.341,100.000,68
120,11.931,4847.969,63.903,4847.969,63.903,346.013,100.000,29
121,71.589,5109.912,66.781,5110.004,66.689,2899.353,100.000,243
122,107.383,5217.568,67.357,5217.431,67.840,3925.461,100.000,329
123,608.506,5598.749,82.054,5597.593,81.825,31821.290,100.000,2667
124,59.657,5685.957,68.048,5685.819,67.744,3090.257,100.000,259
125,286.356,4154.250,73.690,4152.793,73.804,15009.817,100.000,1258
126,381.808,4268.958,80.094,4268.444,80.893,16894.993,100.000,1416
127,11.931,4488.732,67.357,4488.732,67.357,346.013,100.000,29
128,23.863,5478.360,67.357,5478.395,67.357,1169.286,100.000,98
129,47.726,5630.345,72.538,5629.788,72.427,2219.258,100.000,186
130,131.246,6007.952,78.034,6007.837,78.223,6383.348,100.000,535
131,178.972,4229.897,80.483,4229.630,80.394,8829.304,100.000,740
132,59.657,4301.514,75.647,4301.486,75.335,2350.504,100.000,197
133,59.657,5148.484,77.719,5148.737,77.611,2278.915,100.000,191
134,35.794,5285.501,75.417,5285.638,75.184,1300.533,100.000,109
135,11.931,5566.442,74.265,5566.442,74.265,405.671,100.000,34
136,262.493,5664.730,84.471,5664.819,84.811,13935.983,100.000,1168
137,71.589,4129.495,79.447,4129.310,79.475,2887.421,100.000,242
138,11.931,5269.381,77.719,5269.381,77.719,369.876,100.000,31
139,11.931,5366.099,77.719,5366.099,77.719,369.876,100.000,31
140,190.904,5871.707,86.787,5871.695,86.672,8769.647,100.000,735
141,71.589,4445.554,84.628,4445.889,84.536,3137.982,100.000,263
142,47.726,5112.215,82.901,5111.981,82.793,2290.847,100.000,192
143,23.863,5316.013,81.174,5316.259,81.174,835.204,100.000,70
144,47.726,5343.646,82.901,5343.877,82.797,2589.134,100.000,217
145,202.835,4094.140,92.349,4094.441,92.234,9807.687,100.000,822
146,131.246,4181.936,87.768,4181.627,88.010,5679.390,100.000,476
147,59.657,4822.408,87.391,4822.468,87.143,2589.134,100.000,217
148,155.109,5212.785,88.879,5212.227,89.239,9151.455,100.000,767
149,47.726,5975.765,86.355,5975.612,86.457,2434.024,100.000,204
150,47.726,3816.890,89.809,3817.057,89.678,2350.504,100.000,197
151,143.178,4108.770,96.718,4109.053,95.772,5536.212,100.000,464
152,47.726,4165.764,89.809,4165.664,89.708,2660.723,100.000,223
153,59.657,4218.614,92.918,4218.480,92.985,1849.381,100.000,155
154,59.657,5264.545,95.681,5264.564,95.625,2207.326,100.000,185
155,572.712,5790.821,107.296,5790.355,108.292,28373.089,95.833,2378
156,83.520,5888.670,94.497,5888.857,94.207,4104.433,100.000,344
157,1503.368,4039.193,112.399,4040.335,112.133,66470.344,93.651,5571
158,11.931,5756.423,94.990,5756.423,94.990,501.123,100.000,42
159,59.657,5947.786,99.136,5947.774,99.363,2827.764,100.000,237
160,298.287,6066.196,108.945,6066.136,108.529,12730.902,100.000,1067
161,262.493,4129.809,103.940,4130.445,103.663,13315.545,100.000,1116
162,107.383,5488.147,103.434,5488.442,103.394,5953.815,100.000,499
163,47.726,5647.616,100.172,5647.734,100.148,2612.997,100.000,219
164,95.452,5713.246,100.172,5714.250,100.030,5249.857,100.000,440
165,238.630,5824.816,108.462,5825.146,108.625,11287.192,100.000,946
166,11.931,4167.491,101.899,4167.491,101.899,334.082,100.000,28
167,190.904,5674.170,111.830,5674.629,112.432,9903.139,100.000,830
168,71.589,5735.698,103.626,5735.592,103.546,3102.188,100.000,260
169,47.726,5765.059,103.626,5765.420,103.698,2565.271,100.000,215
170,405.671,3961.154,117.443,3961.286,117.248,21572.138,100.000,1808
171,11.931,3974.056,105.353,3974.056,105.353,369.876,100.000,31
172,47.726,4203.760,107.080,4203.632,107.505,2088.011,100.000,175
173,47.726,5414.457,106.217,5414.435,106.234,1825.518,100.000,153
174,35.794,5472.027,106.504,5472.218,106.288,1586.888,100.000,133
175,71.589,5894.591,107.080,5894.639,107.161,2553.339,100.000,214
176,71.589,5928.557,108.232,5928.417,108.023,2994.805,100.000,251
177,95.452,5984.832,108.376,5984.956,108.187,4450.447,100.000,373
178,656.232,3884.498,118.919,3884.224,118.976,34517.807,100.000,2893
179,393.739,3924.337,121.263,3924.228,120.372,18338.704,100.000,1537
180,35.794,4152.523,111.110,4152.370,111.225,1073.834,100.000,90
181,202.835,5698.921,117.341,5698.611,117.142,10833.795,100.000,908
182,1479.505,3808.422,125.270,3808.211,125.124,78986.479,100.000,6620
183,35.794,5368.401,114.564,5368.866,114.641,1801.655,100.000,151
184,155.109,5517.286,116.779,5517.312,116.827,6789.019,100.000,569
185,23.863,5882.501,112.261,5882.613,112.261,739.753,100.000,62
186,1181.218,5940.333,132.149,5939.729,132.609,66732.837,100.000,5593
187,190.904,4132.086,121.113,4132.467,121.172,8029.894,100.000,673
188,23.863,5445.545,117.443,5445.545,117.097,1431.779,100.000,120
189,71.589,6084.572,117.443,6084.224,117.282,3078.325,100.000,258
190,238.630,3674.232,127.460,3674.389,127.554,11227.534,100.000,941
191,23.863,4763.341,119.170,4763.168,119.170,715.890,100.000,60
192,59.657,5734.316,121.933,5734.180,121.834,2660.723,100.000,223
193,429.534,3614.915,127.613,3614.838,127.448,22443.137,100.000,1881
194,131.246,3715.619,128.276,3715.663,128.203,5643.596,100.000,473
195,71.589,5366.674,126.654,5366.893,126.683,3269.229,100.000,274
196,47.726,5716.700,124.351,5716.776,124.218,2171.532,100.000,182
197,190.904,5825.507,127.805,5825.305,127.935,7946.374,100.000,666
198,202.835,5884.432,129.736,5884.631,129.887,10344.604,100.000,867
199,71.589,6020.669,126.078,6020.611,125.904,2839.695,100.000,238
200,23.863,5523.265,126.078,5523.342,126.078,799.410,100.000,67
201,167.041,5858.569,132.493,5857.560,132.915,7516.840,100.000,630
202,59.657,3697.029,130.914,3697.155,130.515,2768.106,100.000,232
203,59.657,4016.888,133.678,4017.088,133.778,2553.339,100.000,214
204,107.383,4028.940,135.289,4028.892,135.543,4772.597,100.000,400
205,71.589,4072.501,132.987,4072.701,132.878,3400.475,100.000,285
206,47.726,4086.318,131.260,4086.044,131.081,1730.066,100.000,145
207,59.657,4099.098,130.914,4099.083,130.914,2684.586,100.000,225
208,47.726,5113.078,132.987,5113.304,133.097,1873.244,100.000,157
209,47.726,5430.001,131.260,5430.276,131.181,2099.943,100.000,176
210,250.561,6076.512,142.198,6076.609,142.674,12933.738,100.000,1084
211,71.589,3556.674,135.865,3556.786,135.853,2875.490,100.000,241
212,47.726,3904.972,133.850,3904.841,133.730,1885.176,100.000,158
213,214.767,3534.605,140.855,3535.168,140.726,10857.658,100.000,910
214,107.383,4465.320,142.198,4465.589,142.486,4295.337,100.000,360
215,71.589,6091.480,138.168,6091.438,138.330,2923.216,100.000,245
216,59.657,3803.419,144.040,3803.586,143.976,2171.532,100.000,182
217,59.657,4415.503,141.968,4415.216,142.324,2612.997,100.000,219
218,393.739,5629.036,149.630,5629.181,149.529,22168.713,100.000,1858
219,83.520,3514.154,146.310,3514.108,146.286,3662.968,100.000,307
220,59.657,3665.942,144.731,3666.001,144.824,2935.147,100.000,246
221,23.863,5564.715,143.349,5564.502,143.349,870.999,100.000,73
222,393.739,3481.676,154.026,3480.990,154.120,21619.864,100.000,1812
223,35.794,3565.309,149.106,3565.449,149.211,1181.218,100.000,99
224,119.315,4523.619,153.712,4523.658,153.883,5786.774,100.000,485
225,71.589,4790.974,150.258,4790.804,150.287,2780.038,100.000,233
226,3436.270,3288.674,164.254,3287.704,163.952,196440.090,100.000,16464
227,47.726,4455.917,151.985,4455.781,151.542,2278.915,100.000,191
228,202.835,5010.113,154.728,5010.073,154.464,8817.373,100.000,739
229,47.726,5423.093,151.985,5423.101,151.890,2398.230,100.000,201
230,71.589,6013.761,153.712,6013.809,153.728,2577.202,100.000,216
231,155.109,4362.521,161.949,4362.468,161.808,7564.566,100.000,634
232,190.904,4424.829,157.814,4424.674,158.215,8208.867,100.000,688
233,71.589,4628.051,156.015,4628.516,156.191,2959.010,100.000,248
234,71.589,5490.450,156.590,5491.029,156.805,3770.352,100.000,316
235,47.726,5664.887,155.439,5664.671,155.309,1909.039,100.000,160
236,59.657,6050.721,155.094,6050.864,155.082,2768.106,100.000,232
237,59.657,3979.583,159.929,3979.550,159.206,2768.106,100.000,232
238,35.794,4971.168,158.317,4971.179,158.078,1264.738,100.000,106
239,35.794,3602.154,161.772,3601.962,161.996,1288.601,100.000,108
240,47.726,3694.266,163.211,3694.334,163.256,1813.587,100.000,152
241,59.657,3887.701,164.074,3887.685,164.318,2541.408,100.000,213
242,119.315,4392.705,167.183,4392.730,166.872,5583.938,100.000,468
243,524.986,3162.555,177.263,3162.162,177.441,25103.860,100.000,2104
244,131.246,3430.805,167.529,3430.484,167.511,6920.266,100.000,580
245,47.726,3450.745,165.802,3450.926,165.785,2505.613,100.000,210
246,71.589,3662.603,168.104,3662.570,168.206,2982.873,100.000,250
247,59.657,3715.682,166.147,3715.831,166.372,2601.065,100.000,218
248,35.794,3824.374,166.377,3824.262,166.602,1467.574,100.000,123
249,71.589,4326.960,166.953,4327.073,166.948,3054.462,100.000,256
250,178.972,4549.065,169.371,4548.876,168.922,8519.086,100.000,714
251,35.794,4579.692,166.377,4579.476,166.620,1586.888,100.000,133
252,131.246,5408.805,170.983,5408.940,170.785,6252.102,100.000,524
253,47.726,4739.161,169.256,4739.197,169.576,2314.710,100.000,194
254,131.246,4936.522,172.239,4936.455,172.336,6729.362,100.000,564
255,23.863,5072.492,169.256,5072.492,169.165,680.095,100.000,57
256,107.383,5663.160,169.831,5662.692,170.008,4056.707,100.000,340
257,262.493,5873.552,177.263,5873.315,177.347,13172.368,100.000,1104
258,71.589,6100.116,170.983,6100.103,170.838,3126.051,100.000,262
259,23.863,3134.686,172.710,3134.686,172.825,1073.834,100.000,90
260,35.794,3586.035,173.286,3586.108,173.691,1491.437,100.000,125
261,47.726,3633.818,172.710,3633.628,173.119,2064.148,100.000,173
262,107.383,4414.275,177.124,4414.844,176.550,5130.542,100.000,430
263,155.109,4980.025,177.094,4980.026,177.204,9294.633,100.000,779
264,59.657,5810.309,175.128,5810.736,175.564,2851.627,100.000,239
265,47.726,6026.714,174.437,6026.586,174.070,2243.121,100.000,188
266,35.794,4339.050,175.588,4339.360,175.522,1861.313,100.000,156
267,119.315,4480.787,178.582,4480.644,178.513,4438.515,100.000,372
268,47.726,5001.680,176.164,5001.122,176.269,2362.435,100.000,198
269,107.383,5011.851,179.426,5011.811,179.304,5512.349,100.000,462
270,107.383,4295.297,181.345,4295.079,181.536,4545.899,100.000,381
271,47.726,4597.539,179.618,4597.772,179.802,1682.340,100.000,141
272,47.726,5896.318,179.618,5896.833,179.507,2040.285,100.000,171
273,59.657,5911.862,181.345,5911.862,181.247,2923.216,100.000,245
274,95.452,6115.228,181.777,6115.446,181.986,4629.419,100.000,388
275,226.698,3213.587,192.617,3213.585,193.043,10988.904,100.000,921
276,23.863,3502.558,181.345,3502.318,181.345,859.067,100.000,72
277,35.794,3612.517,183.648,3612.342,183.613,1181.218,100.000,99
278,47.726,4321.203,183.073,4321.232,183.159,2135.737,100.000,179
279,47.726,4759.887,183.073,4760.027,183.414,2052.217,100.000,172
280,23.863,5404.095,183.073,5404.095,183.174,811.341,100.000,68
281,536.917,3079.112,195.162,3078.388,194.909,26082.242,100.000,2186
282,59.657,3587.877,186.872,3587.270,187.108,2445.956,100.000,205
283,83.520,4448.268,188.254,4448.404,188.540,3746.489,100.000,314
284,47.726,4732.253,186.527,4732.601,186.577,2899.353,100.000,243
285,226.698,5208.296,188.436,5208.758,188.454,10726.412,100.000,899
286,131.246,4266.721,193.278,4266.717,193.180,5488.486,100.000,460
287,47.726,4569.906,189.981,4569.818,189.667,2362.435,100.000,198
288,35.794,4720.163,191.708,4720.163,191.589,1384.053,100.000,116
289,107.383,4925.112,191.324,4924.868,191.083,5404.966,100.000,453
290,143.178,4993.333,190.845,4993.441,190.807,6037.335,100.000,506
291,59.657,5034.495,191.708,5034.346,191.675,2481.750,100.000,208
292,59.657,5502.885,192.399,5502.804,192.683,2959.010,100.000,248
293,107.383,5700.388,193.243,5700.099,193.160,4486.241,100.000,376
294,35.794,3122.020,192.859,3121.934,192.580,1276.670,100.000,107
295,71.589,3411.022,194.587,3411.145,194.732,2684.586,100.000,225
296,47.726,3632.954,195.162,3632.852,195.137,1622.683,100.000,136
297,47.726,4411.012,193.435,4411.317,193.130,2231.189,100.000,187
298,59.657,4514.293,195.853,4514.392,195.922,3090.257,100.000,259
299,167.041,4543.752,198.863,4543.995,198.691,9402.016,100.000,788
300,155.109,4744.343,199.148,4744.238,199.425,8256.593,100.000,692
301,35.794,4838.757,192.859,4838.593,192.726,1336.327,100.000,112
302,47.726,5526.719,193.435,5526.541,193.660,2660.723,100.000,223
303,119.315,5870.412,196.889,5870.337,196.716,4987.364,100.000,418
304,71.589,5884.804,195.738,5884.647,195.542,3149.914,100.000,264
305,23.863,3573.369,196.889,3573.369,197.022,775.547,100.000,65
306,131.246,4313.196,199.244,4313.124,199.130,5858.363,100.000,491.000
307,35.794,4907.841,196.314,4907.677,196.314,1252.807,100.000,105
308,71.589,6132.931,196.889,6132.832,196.953,2923.216,100.000,245
309,71.589,4709.801,200.344,4709.697,200.491,2791.969,100.000,234
310,47.726,4884.238,200.344,4884.238,200.525,2266.984,100.000,190
311,71.589,5093.217,200.344,5093.179,200.344,3316.955,100.000,278
312,143.178,3425.702,209.267,3426.647,208.757,6860.608,100.000,575
313,47.726,3483.560,203.798,3483.539,203.725,1992.559,100.000,167
314,95.452,4727.503,205.957,4727.805,206.123,4271.474,100.000,358
315,226.698,4980.137,213.524,4980.538,212.856,11203.671,94.737,939
316,369.876,5541.148,211.653,5541.776,211.429,18219.389,100.000,1527
317,334.082,3040.436,216.628,3039.732,217.009,15797.296,100.000,1324
318,178.972,3224.956,212.203,3224.958,212.369,10237.220,100.000,858
319,59.657,4222.068,207.597,4222.136,207.404,3245.366,100.000,272
320,11.931,4284.934,205.525,4284.934,205.525,334.082,100.000,28
321,47.726,5744.333,207.252,5744.160,207.371,2255.052,100.000,189
322,310.219,2997.448,220.404,2996.802,220.416,16107.515,100.000,1350
323,47.726,3357.482,210.706,3357.973,210.888,2266.984,100.000,190
324,59.657,3455.235,213.124,3454.890,213.595,2624.928,100.000,220
325,167.041,4634.548,213.173,4634.481,213.284,8578.743,100.000,719
326,47.726,5088.035,210.706,5088.118,210.506,1753.929,100.000,147
327,47.726,5364.371,210.706,5364.202,210.536,2064.148,100.000,173
328,167.041,5509.448,211.446,5509.819,211.471,7111.169,100.000,596
329,47.726,3399.796,215.887,3399.711,215.910,1825.518,100.000,153
330,59.657,4283.552,215.197,4283.461,215.265,2517.545,100.000,211
331,47.726,4497.367,214.160,4497.574,214.235,2493.682,100.000,209
332,59.657,4617.228,214.506,4617.594,214.622,2768.106,100.000,232
333,71.589,4942.959,215.887,4942.965,216.125,3472.064,100.000,291
334,357.945,5583.828,225.559,5583.284,226.151,16716.021,100.000,1401
335,47.726,5796.146,214.160,5795.784,214.267,1932.902,100.000,162
336,47.726,3153.684,217.615,3153.643,217.819,2517.545,100.000,211
337,250.561,3306.573,227.237,3306.413,227.617,11454.233,100.000,960
338,11.931,3317.758,215.887,3317.758,215.887,334.082,100.000,28
339,47.726,3412.749,217.615,3412.720,217.312,2111.874,100.000,177
340,11.931,5200.297,215.887,5200.297,215.887,572.712,100.000,48
341,23.863,3017.243,221.069,3017.243,221.147,1049.971,100.000,88
342,47.726,3081.146,221.069,3081.757,221.042,2326.641,100.000,195
343,71.589,3338.484,221.069,3338.295,221.025,2839.695,100.000,238
344,107.383,4807.670,223.180,4807.923,223.338,5249.857,100.000,440
345,131.246,4310.684,230.646,4310.263,231.428,5882.226,100.000,493
346,453.397,4537.636,232.977,4538.008,233.212,26404.393,100.000,2213
347,71.589,4585.449,224.523,4584.941,224.558,3483.996,100.000,292
348,11.931,5117.396,222.796,5117.396,222.796,393.739,100.000,33
349,47.726,4366.108,227.977,4366.271,227.674,1765.861,100.000,148
350,214.767,4485.278,233.542,4485.266,233.459,10296.878,100.000,863
351,35.794,4504.852,228.553,4505.192,228.893,1372.122,100.000,115
352,11.931,4685.621,226.250,4685.621,226.250,357.945,100.000,30
353,35.794,4990.742,228.553,4990.646,228.713,1288.601,100.000,108
354,59.657,5013.079,228.323,5013.056,228.289,3173.777,100.000,266
355,59.657,5082.163,227.632,5082.209,227.569,2875.490,100.000,241
356,11.931,5518.083,226.250,5518.083,226.250,441.465,100.000,37
357,262.493,2955.852,236.613,2955.293,237.124,10798.001,100.000,905.000
358,59.657,4085.281,231.777,4085.312,231.767,2457.887,100.000,206
359,35.794,4713.255,233.158,4713.255,233.398,1718.135,100.000,144
360,59.657,5171.973,231.777,5171.956,231.664,2565.271,100.000,215
361,35.794,4932.021,235.461,4932.081,235.738,1837.450,100.000,154
362,178.972,5536.966,240.527,5536.609,240.110,10416.193,100.000,873
363,83.520,3853.159,241.054,3853.186,240.977,3078.325,100.000,258
364,71.589,4721.890,240.067,4721.977,239.864,2839.695,100.000,238
365,119.315,5989.236,240.412,5988.741,240.503,5297.583,100.000,444
366,226.698,3298.306,248.248,3299.112,247.858,10786.069,100.000,904
367,23.863,3708.083,241.794,3708.083,241.572,1205.081,100.000,101
368,59.657,4778.194,242.139,4778.349,242.353,2541.408,100.000,213
369,83.520,5010.316,243.521,5010.335,243.657,4235.680,100.000,355
370,47.726,5592.349,241.794,5592.102,241.764,2088.011,100.000,175
371,47.726,3320.349,246.975,3320.344,247.157,2040.285,100.000,171
372,83.520,4170.946,246.975,4171.066,247.012,4450.447,100.000,373
373,47.726,4967.138,245.248,4967.543,245.337,2088.011,100.000,175
374,119.315,5053.148,247.321,5053.316,247.460,6037.335,100.000,506
375,143.178,5560.685,247.263,5560.109,247.183,5941.883,100.000,498
376,190.904,3265.298,255.179,3265.223,254.560,10786.069,100.000,904
377,35.794,4702.892,246.975,4702.630,246.975,1730.066,100.000,145
378,71.589,5198.570,250.429,5198.515,250.589,3352.749,100.000,281
379,71.589,2888.862,254.459,2888.948,254.298,3281.160,100.000,275
380,107.383,3835.888,253.884,3835.833,254.014,5989.609,100.000,502
381,59.657,4311.877,252.502,4311.904,252.812,2422.093,100.000,203
382,47.726,4359.199,252.157,4359.446,252.184,2255.052,100.000,189
383,71.589,4614.810,253.884,4614.783,253.829,3030.599,100.000,254
384,59.657,4979.919,253.193,4980.355,252.633,3328.886,100.000,279
385,47.726,5243.474,252.157,5243.514,251.686,2099.943,100.000,176
386,656.232,3821.004,272.285,3821.050,272.297,33300.795,89.091,2791
387,202.835,3874.494,258.963,3874.586,258.726,8817.373,100.000,739
388,71.589,4275.147,257.914,4275.233,257.986,3114.120,100.000,261
389,119.315,4751.251,259.065,4751.288,258.667,5643.596,100.000,473
390,71.589,4772.552,257.338,4772.609,257.090,2994.805,100.000,251
391,11.931,3663.178,257.338,3663.178,257.338,357.945,100.000,30
392,23.863,3846.251,259.065,3846.251,259.132,918.725,100.000,77
393,59.657,4489.423,259.410,4489.444,259.230,2374.367,100.000,199
394,23.863,4706.346,259.065,4706.346,259.103,1073.834,100.000,90
395,23.863,5067.310,257.338,5067.022,257.338,859.067,100.000,72
396,59.657,5087.690,260.101,5087.633,260.256,2612.997,100.000,219
397,71.589,5210.660,259.065,5210.437,258.919,3519.790,100.000,295
398,95.452,5535.354,261.656,5535.354,261.432,4187.954,100.000,351
